run_id,harness,architecture_family,status,dataset_id,dataset_n,field_family,coverage_status,partial_contract
exect_v2_external_pending_n25_2026_05_03,exect_v2_external_baseline,clinical_nlp_baseline,supporting,synthetic_data_subset_1500,25,comorbidities,not_attempted,true
exect_v2_external_pending_n25_2026_05_03,exect_v2_external_baseline,clinical_nlp_baseline,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_attempted,true
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,current_medications,implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,investigations,implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,seizure_classification,implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
direct_full_contract_n25_gold_seeded_2026_05_03,direct_full_contract,direct_llm,archive,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,current_medications,implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,investigations,implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,seizure_classification,implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
direct_evidence_contract_n25_gold_seeded_2026_05_03,direct_evidence_contract,direct_llm,archive,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,current_medications,implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,investigations,implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,seizure_classification,implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
retrieval_field_extractors_n25_gold_seeded_2026_05_03,retrieval_field_extractors,retrieval_field_pipeline,archive,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,current_medications,implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,investigations,implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,seizure_classification,implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
clines_epilepsy_modular_n25_gold_seeded_2026_05_03,clines_epilepsy_modular,clines_inspired_modular,archive,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,current_medications,implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,investigations,implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,seizure_classification,implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
clines_epilepsy_verified_n25_gold_seeded_2026_05_03,clines_epilepsy_verified,clines_inspired_modular,archive,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_frequency,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,current_medications,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,investigations,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_classification,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,epilepsy_classification,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_frequency,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,current_medications,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,investigations,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_classification,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,epilepsy_classification,failed,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,true
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_frequency,failed,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,current_medications,failed,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,investigations,failed,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_classification,failed,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,epilepsy_classification,failed,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_frequency,failed,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,current_medications,failed,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,investigations,failed,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,seizure_classification,failed,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,epilepsy_classification,failed,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,true
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,true
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_frequency,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,current_medications,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,investigations,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,seizure_classification,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,epilepsy_classification,implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,rescue_medication,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,other_therapies,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,comorbidities,not_implemented,false
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,supporting,synthetic_data_subset_1500,25,associated_symptoms,not_implemented,false
