run_id,harness,architecture_family,component,valid,invalid,total,valid_rate,invalid_rate
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,investigations,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,investigations,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,investigations,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_4-mini-2026-03-17_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,verification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,final_output,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,investigations,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_full_contract,direct_full_contract,direct_llm,seizure_frequency,0,25,25,0.0,1.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,final_output,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,investigations,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_direct_evidence_contract,direct_evidence_contract,direct_llm,seizure_frequency,0,25,25,0.0,1.0
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,investigations,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_retrieval_field_extractors,retrieval_field_extractors,retrieval_field_pipeline,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,investigations,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_modular,clines_epilepsy_modular,clines_inspired_modular,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,current_medications,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,epilepsy_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,investigations,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,seizure_classification,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,seizure_frequency,25,0,25,1.0,0.0
matrix_gpt-5_5-2026-04-23_clines_epilepsy_verified,clines_epilepsy_verified,clines_inspired_modular,verification,25,0,25,1.0,0.0
